TRAIT	FILE	ID	CHR	P0	P1	BLOCK	Z	P	RESID.Z	PIP	IN.CRED.SET
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Whole_Blood/GTEx.Whole_Blood.ENSG00000164649.15.CDCA7L.wgt.RDat	CDCA7L	7	21900000	21900000	7:20124908..22507629	-0.24741	0.805	-2.00532687456933	0.00107262766994449	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.DNAH11.wgt.RDat	DNAH11	7	21600000	21600000	7:20124908..22507629	-4.78328	1.72e-06	-2.57884592501505	0.00381627442871861	FALSE
TC	NULL	NULL.7:20124908..22507629	7	0	0	7:20124908..22507629	0	1	0	0.993935946105869	TRUE
TC	INTERCEPT	INTERCEPT.7:43159074..44763828	7	0	0	7:43159074..44763828	4.04583722813157	5.21364517443464e-05	0	0	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Not_Sun_Exposed_Suprapubic/GTEx.Skin_Not_Sun_Exposed_Suprapubic.ENSG00000228903.2.RASA4CP.wgt.RDat	RASA4CP	7	44100000	44100000	7:43159074..44763828	-1.2614	0.207	0.0193726453444818	0.000201788390861446	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000214783.5.POLR2J4.wgt.RDat	POLR2J4	7	4.4e+07	4.4e+07	7:43159074..44763828	0.7901	0.429	-0.0890330841462358	0.000202002753446586	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.POLD2.wgt.RDat	POLD2	7	44200000	44200000	7:43159074..44763828	-0.82	0.412	0.231158874732296	0.000203054595464259	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.DBNL.wgt.RDat	DBNL	7	44100000	44100000	7:43159074..44763828	0.08325	0.934	0.0571688691759976	0.000203312806510974	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GCK.wgt.RDat	GCK	7	44200000	44200000	7:43159074..44763828	-0.89652	0.37	0.2368598308405	0.000203745015893957	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.MRPS24.wgt.RDat	MRPS24	7	43900000	43900000	7:43159074..44763828	-0.37613	0.707	0.341060740776469	0.000207057468877771	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.C7orf44.wgt.RDat	C7orf44	7	43600000	43600000	7:43159074..44763828	2.21645	0.0267	0.769595061578991	0.000246683346727273	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000241057.1.AC004985.12.wgt.RDat	AC004985.12	7	4.4e+07	4.4e+07	7:43159074..44763828	0.7088	0.478	1.04584491324958	0.000292404647035892	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.STK17A.wgt.RDat	STK17A	7	43600000	43600000	7:43159074..44763828	-2.03886	0.0415	-1.00081415418054	0.00031593682649962	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.LINC00957.wgt.RDat	LINC00957	7	44100000	44100000	7:43159074..44763828	-1.93828	0.0526	-0.993772129149817	0.000315963406152118	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.YKT6.wgt.RDat	YKT6	7	44200000	44200000	7:43159074..44763828	0.24363	0.808	1.12689116737405	0.000334866741254234	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000239556.2.AC004951.5.wgt.RDat	AC004951.5	7	4.4e+07	4.4e+07	7:43159074..44763828	0.4948	0.621	1.01146470439903	0.00033849948543654	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000136271.6.DDX56.wgt.RDat	DDX56	7	44600000	44600000	7:43159074..44763828	1.57271	0.11579	-0.15043307220818	0.000339602963704947	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Mucosa/GTEx.Esophagus_Mucosa.ENSG00000078967.8.UBE2D4.wgt.RDat	UBE2D4	7	4.4e+07	4.4e+07	7:43159074..44763828	-0.358	0.72	-0.86481254207989	0.000364205710518268	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Aorta/GTEx.Artery_Aorta.ENSG00000106624.4.AEBP1.wgt.RDat	AEBP1	7	44100000	44100000	7:43159074..44763828	-1.121196	0.262205	-1.2128732374875	0.000375178333996953	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Lung/GTEx.Lung.ENSG00000239775.1.AC017116.11.wgt.RDat	AC017116.11	7	44100000	44100000	7:43159074..44763828	0.38462	0.700523	0.963534337697827	0.000375826670377469	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000146677.6.AC004453.8.wgt.RDat	AC004453.8	7	44500000	44500000	7:43159074..44763828	0.8555	0.392273	-0.99480560384145	0.000398740232822904	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.BLVRA.wgt.RDat	BLVRA	7	43800000	43800000	7:43159074..44763828	0.39546	0.693	1.23777033329088	0.000477523062739017	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.POLM.wgt.RDat	POLM	7	44100000	44100000	7:43159074..44763828	1.3533	0.176	1.71011015432705	0.000573445259277726	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000106608.12.URGCP.wgt.RDat	URGCP	7	43900000	43900000	7:43159074..44763828	-0.90678	0.36452	-1.25831286479881	0.000682818218318043	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TMED4.wgt.RDat	TMED4	7	44600000	44600000	7:43159074..44763828	1.48764	0.137	1.5743339949259	0.000920367616700635	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.COA1.wgt.RDat	COA1	7	43600000	43600000	7:43159074..44763828	-2.15763	0.031	-1.75015562822999	0.000980838877999544	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000015676.13.NUDCD3.wgt.RDat	NUDCD3	7	44400000	44400000	7:43159074..44763828	2.61551	0.00891	-0.299730986128764	0.00392183897932409	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.OGDH.wgt.RDat	OGDH	7	44600000	44600000	7:43159074..44763828	-1.30983	0.19	-1.97994988231635	0.0299644660313482	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.NPC1L1.wgt.RDat	NPC1L1	7	44600000	44600000	7:43159074..44763828	5.79234	6.94e-09	4.24691066899117	0.478839563348892	TRUE
TC	NULL	NULL.7:43159074..44763828	7	0	0	7:43159074..44763828	0	1	0	0.517354202297445	TRUE
TC	INTERCEPT	INTERCEPT.8:59068651..59728100	8	0	0	8:59068651..59728100	2.33203682363451	0.0196987540562099	0	0	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000215114.3.UBXN2B.wgt.RDat	UBXN2B	8	59300000	59300000	8:59068651..59728100	-0.08046	0.936	-0.733420189749726	0.000208610174789765	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.NSMAF.wgt.RDat	NSMAF	8	59500000	59500000	8:59068651..59728100	5.02442	5.05e-07	1.74720789239409	0.000730854471266376	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Heart_Atrial_Appendage/GTEx.Heart_Atrial_Appendage.ENSG00000137575.7.SDCBP.wgt.RDat	SDCBP	8	59500000	59500000	8:59068651..59728100	-6.093	1.11e-09	-2.30971436160509	0.0025401035461644	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Heart_Left_Ventricle/GTEx.Heart_Left_Ventricle.ENSG00000198846.5.TOX.wgt.RDat	TOX	8	59700000	59700000	8:59068651..59728100	0.198	0.843059	-3.64201414675864	0.0841082837429503	FALSE
TC	NULL	NULL.8:59068651..59728100	8	0	0	8:59068651..59728100	0	1	0	0.913258761650399	TRUE
TC	INTERCEPT	INTERCEPT.8:144236881..146303867	8	0	0	8:144236881..146303867	3.38029726027916	0.000724074720779525	0	0	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.SLC39A4.wgt.RDat	SLC39A4	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.02976	0.976	-0.0839457126906644	0.000215282644861904	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Tibial/GTEx.Artery_Tibial.ENSG00000254578.1.CTD-2517M22.16.wgt.RDat	CTD-2517M22.16	8	1.46e+08	1.46e+08	8:144236881..146303867	0.28817	0.773	-0.0305259513314207	0.000215961460148244	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000196922.6.ZNF252P.wgt.RDat	ZNF252P	8	1.46e+08	1.46e+08	8:144236881..146303867	0.25535	0.798	-0.229297247530881	0.000216909954209516	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ZNF623.wgt.RDat	ZNF623	8	1.45e+08	1.45e+08	8:144236881..146303867	0.54588	0.585	0.159559310875549	0.000216944686736506	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000232600.2.AC084125.4.wgt.RDat	AC084125.4	8	1.46e+08	1.46e+08	8:144236881..146303867	0.363959	0.716	-0.133278768664385	0.000218884281294219	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Cerebellar_Hemisphere/GTEx.Brain_Cerebellar_Hemisphere.ENSG00000179832.13.MROH1.wgt.RDat	MROH1	8	1.45e+08	1.45e+08	8:144236881..146303867	-0.2256	0.821	0.105313786877146	0.00021895711723476	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Cerebellum/GTEx.Brain_Cerebellum.ENSG00000255182.1.CTD-2517M22.14.wgt.RDat	CTD-2517M22.14	8	1.46e+08	1.46e+08	8:144236881..146303867	0.094	0.925	0.0480913966430321	0.00022218273019928	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Not_Sun_Exposed_Suprapubic/GTEx.Skin_Not_Sun_Exposed_Suprapubic.ENSG00000254690.1.GS1-393G12.12.wgt.RDat	GS1-393G12.12	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.02844	0.977309	0.259441276924944	0.000222221706782076	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.GSDMD.wgt.RDat	GSDMD	8	1.45e+08	1.45e+08	8:144236881..146303867	-0.00694	0.994	-0.26006283004359	0.00022295453019065	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.PPP1R16A.wgt.RDat	PPP1R16A	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.42386	0.672	0.176533725797908	0.000224789959009349	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000170727.7.BOP1.wgt.RDat	BOP1	8	1.45e+08	1.45e+08	8:144236881..146303867	-1.155596	0.248	-0.617483061199484	0.000230093193989186	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000160949.12.TONSL.wgt.RDat	TONSL	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.17544	0.861	0.348588046907175	0.000233204813405143	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Aorta/GTEx.Artery_Aorta.ENSG00000204775.4.KM-PA-2.wgt.RDat	KM-PA-2	8	1.45e+08	1.45e+08	8:144236881..146303867	-1.13507	0.256	-0.470536617193729	0.000234485597483167	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000265393.1.CTD-2517M22.17.wgt.RDat	CTD-2517M22.17	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.214851	0.83	0.423075663007026	0.000234848786808322	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Putamen_basal_ganglia/GTEx.Brain_Putamen_basal_ganglia.ENSG00000254533.1.AF186192.1.wgt.RDat	AF186192.1	8	1.46e+08	1.46e+08	8:144236881..146303867	0.374	0.7087	0.230755572511329	0.000235798204435515	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Colon_Transverse/GTEx.Colon_Transverse.ENSG00000167700.4.MFSD3.wgt.RDat	MFSD3	8	1.46e+08	1.46e+08	8:144236881..146303867	0.44521	0.656	-0.286872305212396	0.000238725641206428	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ZC3H3.wgt.RDat	ZC3H3	8	1.45e+08	1.45e+08	8:144236881..146303867	-0.49848	0.618	-0.371079641889925	0.000238860224609156	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RP11-661A12.14.wgt.RDat	RP11-661A12.14	8	1.45e+08	1.45e+08	8:144236881..146303867	-0.26374	0.792	-0.704300487677456	0.000251151201071591	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Heart_Atrial_Appendage/GTEx.Heart_Atrial_Appendage.ENSG00000255343.1.RP11-299M14.2.wgt.RDat	RP11-299M14.2	8	1.45e+08	1.45e+08	8:144236881..146303867	0.036	0.971	-0.383405257594052	0.000255666726136664	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000235173.2.FAM203A.wgt.RDat	FAM203A	8	1.45e+08	1.45e+08	8:144236881..146303867	-1.547931	0.122	-0.980602017868258	0.000259136016692414	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.RECQL4.wgt.RDat	RECQL4	8	1.46e+08	1.46e+08	8:144236881..146303867	0.15339	0.878	0.527782524117283	0.000261247016692899	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.GPT.wgt.RDat	GPT	8	1.46e+08	1.46e+08	8:144236881..146303867	0.08106	0.935	0.56358746051959	0.000269453302799511	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000181097.5.RP11-429J17.2.wgt.RDat	RP11-429J17.2	8	1.45e+08	1.45e+08	8:144236881..146303867	0.368539	0.712	0.895601155652576	0.000277721525432752	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.HSF1.wgt.RDat	HSF1	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.26493	0.791	0.238585722602501	0.000279880932268059	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.MROH6.wgt.RDat	MROH6	8	1.45e+08	1.45e+08	8:144236881..146303867	-0.82904	0.407	-0.948612470293049	0.000280295619416253	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000173137.7.ADCK5.wgt.RDat	ADCK5	8	1.46e+08	1.46e+08	8:144236881..146303867	0.36438	0.716	0.787823228764721	0.000281683268211073	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ZNF16.wgt.RDat	ZNF16	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.37942	0.704	-0.791330628691201	0.000281844705255545	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.MAF1.wgt.RDat	MAF1	8	1.45e+08	1.45e+08	8:144236881..146303867	-1.26113	0.207	-0.402843440869072	0.000286590687002712	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Nerve_Tibial/GTEx.Nerve_Tibial.ENSG00000178896.6.EXOSC4.wgt.RDat	EXOSC4	8	1.45e+08	1.45e+08	8:144236881..146303867	-0.9639	0.335	-0.109417967194617	0.000294663717925651	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ZNF707.wgt.RDat	ZNF707	8	1.45e+08	1.45e+08	8:144236881..146303867	-0.57936	0.562	-1.01356296314498	0.00029583585677008	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.KIAA1875.wgt.RDat	KIAA1875	8	1.45e+08	1.45e+08	8:144236881..146303867	-0.95321	0.34	-0.092334529405799	0.000306728295762301	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.TMED10P1.wgt.RDat	TMED10P1	8	1.46e+08	1.46e+08	8:144236881..146303867	0.23448	0.815	0.868894762867911	0.000307702044762689	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000187954.8.CYHR1.wgt.RDat	CYHR1	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.086297	0.931	-0.719407839576687	0.000310940216739581	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000197858.6.GPAA1.wgt.RDat	GPAA1	8	1.45e+08	1.45e+08	8:144236881..146303867	-0.96264	0.336	-0.0650769552463187	0.000313417069408495	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000104524.9.PYCRL.wgt.RDat	PYCRL	8	1.45e+08	1.45e+08	8:144236881..146303867	0.942484	0.346	1.00935929350464	0.000314527549393475	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000160948.9.VPS28.wgt.RDat	VPS28	8	1.46e+08	1.46e+08	8:144236881..146303867	0.772737	0.44	1.00438421762748	0.000317721978096116	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000147789.11.ZNF7.wgt.RDat	ZNF7	8	1.46e+08	1.46e+08	8:144236881..146303867	0.269438	0.788	0.946962945028325	0.000321006595123263	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.NAPRT1.wgt.RDat	NAPRT1	8	1.45e+08	1.45e+08	8:144236881..146303867	0.51579	0.606	1.02114090766139	0.000322426850158858	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000196150.9.ZNF250.wgt.RDat	ZNF250	8	1.46e+08	1.46e+08	8:144236881..146303867	0.381856	0.703	1.01712440145934	0.000325669743219034	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000104522.11.TSTA3.wgt.RDat	TSTA3	8	1.45e+08	1.45e+08	8:144236881..146303867	0.18842	0.851	-0.249010858080093	0.000327520477698235	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Nerve_Tibial/GTEx.Nerve_Tibial.ENSG00000255224.1.CTD-3065J16.9.wgt.RDat	CTD-3065J16.9	8	1.45e+08	1.45e+08	8:144236881..146303867	-0.856	0.392	0.0256375789833143	0.000337972246794617	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.LRRC14.wgt.RDat	LRRC14	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.0667	0.947	0.665296599357141	0.000340890455383926	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.SCRIB.wgt.RDat	SCRIB	8	1.45e+08	1.45e+08	8:144236881..146303867	1.34678	0.178	0.778268348294825	0.000352403874862137	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000179950.9.PUF60.wgt.RDat	PUF60	8	1.45e+08	1.45e+08	8:144236881..146303867	1.707759	0.0877	1.13748680110759	0.000366456571088591	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000167702.7.KIFC2.wgt.RDat	KIFC2	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.55033	0.582	-1.21098412237439	0.000418488088896628	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.TIGD5.wgt.RDat	TIGD5	8	1.45e+08	1.45e+08	8:144236881..146303867	0.88028	0.379	1.35403249228822	0.000435558849947615	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000255050.1.RP11-661A12.9.wgt.RDat	RP11-661A12.9	8	1.45e+08	1.45e+08	8:144236881..146303867	0.91222	0.362	1.31878710466284	0.000441679937273388	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000161016.11.RPL8.wgt.RDat	RPL8	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.61715	0.537	-1.36257035756728	0.000483291312483329	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000196378.7.ZNF34.wgt.RDat	ZNF34	8	1.46e+08	1.46e+08	8:144236881..146303867	0.71946	0.472	1.40815025392929	0.000505425235330675	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.DGAT1.wgt.RDat	DGAT1	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.61771	0.537	-1.05091654086197	0.000535821823022361	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.COMMD5.wgt.RDat	COMMD5	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.8461	0.397	-1.43331453576415	0.000553474213985572	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000182307.8.C8orf33.wgt.RDat	C8orf33	8	1.46e+08	1.46e+08	8:144236881..146303867	-1.00268	0.316	-1.36588565916418	0.000561501239542788	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.NRBP2.wgt.RDat	NRBP2	8	1.45e+08	1.45e+08	8:144236881..146303867	-2.19172	0.0284	-1.94046018681072	0.000619426825219898	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ZNF251.wgt.RDat	ZNF251	8	1.46e+08	1.46e+08	8:144236881..146303867	0.96794	0.333	1.62760747603003	0.000656567964243154	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.FAM83H.wgt.RDat	FAM83H	8	1.45e+08	1.45e+08	8:144236881..146303867	-1.81584	0.0694	-1.80828575889331	0.000690870744459576	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.C8orf82.wgt.RDat	C8orf82	8	1.46e+08	1.46e+08	8:144236881..146303867	0.94092	0.347	1.35255107976885	0.000741080032974853	FALSE
TC	/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.ZNF517.wgt.RDat	ZNF517	8	1.46e+08	1.46e+08	8:144236881..146303867	-0.56638	0.571	-1.56112141300296	0.000768972788249591	FALSE
