FILE	ID	CHR	P0	P1	BLOCK	Z	P	RESID.Z	PIP	IN.CRED.SET	TRAIT
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.PHLPP2.wgt.RDat	PHLPP2	16	71671738	71671738	16:71054028..72935150	-1.98319	0.0473	-2.19592284141628	0.000423535656187683	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.HP.wgt.RDat	HP	16	72088491	72088491	16:71054028..72935150	-4.03904	5.37e-05	-3.96538646802106	0.000538338610991591	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.FTSJD1.wgt.RDat	FTSJD1	16	71315292	71315292	16:71054028..72935150	2.8818	0.003954	3.22091214772993	0.000819146984352221	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Tibial/GTEx.Artery_Tibial.ENSG00000261611.3.AC010547.9.wgt.RDat	AC010547.9	16	71497449	71497449	16:71054028..72935150	-0.1878	0.851	0.653048549024808	0.00120298311572335	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.ATXN1L.wgt.RDat	ATXN1L	16	71879894	71879894	16:71054028..72935150	-2.9659	0.003018	-3.25524667163918	0.00131444393351949	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000102967.7.DHODH.wgt.RDat	DHODH	16	72042487	72042487	16:71054028..72935150	2.012598	0.04416	1.69693744339467	0.00133732923747045	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TAT.wgt.RDat	TAT	16	71599563	71599563	16:71054028..72935150	-0.27421	0.784	-0.977099307482963	0.00149993213970175	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000180917.12.CMTR2.wgt.RDat	CMTR2	16	71315292	71315292	16:71054028..72935150	2.1853	0.02887	2.66618354588242	0.00272293861209322	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.KIAA0174.wgt.RDat	KIAA0174	16	71928322	71928322	16:71054028..72935150	3.00647	0.00264	3.35823301348858	0.00395754423005842	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Breast_Mammary_Tissue/GTEx.Breast_Mammary_Tissue.ENSG00000261337.1.RP11-498D10.5.wgt.RDat	RP11-498D10.5	16	71952815	71952815	16:71054028..72935150	-3.6536	0.000259	-3.30210508908175	0.00646549493283962	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.MARVELD3.wgt.RDat	MARVELD3	16	71660055	71660055	16:71054028..72935150	0.40237	0.687	1.42508123123903	0.012264565604753	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000166747.8.AP1G1.wgt.RDat	AP1G1	16	71762913	71762913	16:71054028..72935150	0.240392	0.81003	1.4153399773414	0.0743786585713955	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.TXNL4B.wgt.RDat	TXNL4B	16	72078188	72078188	16:71054028..72935150	1.08022	0.28	0.681253518018288	0.155146672968355	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.HPR.wgt.RDat	HPR	16	72097124	72097124	16:71054028..72935150	9.91478	3.59e-23	9.47573536428088	1.0000000000001	TRUE	LDL
INTERCEPT	INTERCEPT.17:43056905..45876022	17	0	0	17:43056905..45876022	0.50815020582102	0.611348008293327	0	0	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.HEXIM2.wgt.RDat	HEXIM2	17	43238067	43238067	17:43056905..45876022	-0.20853	0.835	-0.20507293841394	7.90226920250669e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000120071.8.KANSL1.wgt.RDat	KANSL1	17	44107282	44107282	17:43056905..45876022	0.40391	0.686	0.422825837046081	7.93390256059419e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000006025.7.OSBPL7.wgt.RDat	OSBPL7	17	45884738	45884738	17:43056905..45876022	0.54457	0.586	0.42468057139244	8.13546666708571e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000186834.2.HEXIM1.wgt.RDat	HEXIM1	17	43224684	43224684	17:43056905..45876022	0.24384	0.807	0.237918053980811	8.17539656195388e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.RP11-156P1.3.wgt.RDat	RP11-156P1.3	17	45061411	45061411	17:43056905..45876022	-0.137444	0.891	-0.262140119017318	8.26134292044997e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000260075.1.NSFP1.wgt.RDat	NSFP1	17	44450221	44450221	17:43056905..45876022	-0.11443	0.909	-0.151258278461133	8.32084527779263e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Cortex/GTEx.Brain_Cortex.ENSG00000233175.2.CTD-2020K17.3.wgt.RDat	CTD-2020K17.3	17	43315395	43315395	17:43056905..45876022	0.4219	0.67312	0.460520811673545	8.41651410117704e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000172992.7.DCAKD.wgt.RDat	DCAKD	17	43100708	43100708	17:43056905..45876022	-0.91321	0.361	-0.936624308866959	8.51310384279355e-05	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Pancreas/GTEx.Pancreas.ENSG00000233483.2.CTD-2020K17.4.wgt.RDat	CTD-2020K17.4	17	43322553	43322553	17:43056905..45876022	-0.7063	0.48	-0.628924846170394	0.000110589712390933	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.GOSR2.wgt.RDat	GOSR2	17	45000485	45000485	17:43056905..45876022	0.01111	0.991	0.0384923948994302	0.000117601369294602	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Cerebellar_Hemisphere/GTEx.Brain_Cerebellar_Hemisphere.ENSG00000184922.9.FMNL1.wgt.RDat	FMNL1	17	43298811	43298811	17:43056905..45876022	-0.7763	0.43758	-0.591854121743688	0.000124097918581881	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000185829.11.ARL17A.wgt.RDat	ARL17A	17	44594068	44594068	17:43056905..45876022	-1.60977	0.107	-1.55558455565706	0.000142768219743871	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000259207.3.ITGB3.wgt.RDat	ITGB3	17	45387505	45387505	17:43056905..45876022	0.25149	0.801	0.365996958166846	0.00014379059340893	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000267121.1.CTD-2020K17.1.wgt.RDat	CTD-2020K17.1	17	43268298	43268298	17:43056905..45876022	-1.3602	0.174	-1.25734029985512	0.000151429944626023	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000178852.11.EFCAB13.wgt.RDat	EFCAB13	17	45400656	45400656	17:43056905..45876022	3.16198	0.00157	3.30899130335086	0.000152900985562206	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000267278.1.MAP3K14-AS1.wgt.RDat	MAP3K14-AS1	17	43326901	43326901	17:43056905..45876022	-1.27568	0.202	-1.28087140087624	0.000160639551624784	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.NPEPPS.wgt.RDat	NPEPPS	17	45600308	45600308	17:43056905..45876022	-3.091107	0.00199	-3.33397115872257	0.000182389183260154	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.NMT1.wgt.RDat	NMT1	17	43128978	43128978	17:43056905..45876022	-0.721788	0.47	-0.654289121509601	0.000193502848171765	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000181513.10.ACBD4.wgt.RDat	ACBD4	17	43209967	43209967	17:43056905..45876022	1.54129	0.123	1.52630609455572	0.000193561134046742	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000161714.7.PLCD3.wgt.RDat	PLCD3	17	43190231	43190231	17:43056905..45876022	-1.48173	0.138	-1.52160952925073	0.000209559955407137	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_EBV-transformed_lymphocytes/GTEx.Cells_EBV-transformed_lymphocytes.ENSG00000221016.1.AC002558.1.wgt.RDat	AC002558.1	17	45195868	45195868	17:43056905..45876022	-2.1949	0.0282	-2.38957992554725	0.000328148142185461	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.KIAA1267.wgt.RDat	KIAA1267	17	44106923	44106923	17:43056905..45876022	2.08615	0.037	1.8996865619071	0.000657160505159847	FALSE	LDL
NULL	NULL.17:43056905..45876022	17	0	0	17:43056905..45876022	0	1	0	0.000868343577710862	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.WNT3.wgt.RDat	WNT3	17	44839872	44839872	17:43056905..45876022	1.892826	0.0584	1.73057096536146	0.000958625934725055	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Esophagus_Muscularis/GTEx.Esophagus_Muscularis.ENSG00000198336.5.MYL4.wgt.RDat	MYL4	17	45277812	45277812	17:43056905..45876022	2.473	0.0134	2.4840864780224	0.000985241364608724	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/METSIM.ADIPOSE.RNASEQ/METSIM.MAPT.wgt.RDat	MAPT	17	43971748	43971748	17:43056905..45876022	2.268951	0.0233	2.06178966272046	0.00100238604897823	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000228696.4.ARL17B.wgt.RDat	ARL17B	17	44352150	44352150	17:43056905..45876022	-2.54107	0.0111	-2.40025376434137	0.001149506640684	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000176681.10.LRRC37A.wgt.RDat	LRRC37A	17	44370099	44370099	17:43056905..45876022	2.0111	0.0443	1.77673136976262	0.00116237852881474	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000198933.5.TBKBP1.wgt.RDat	TBKBP1	17	45771447	45771447	17:43056905..45876022	-2.27811	0.0227	-2.50957976329871	0.00144832998014701	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000214401.4.KANSL1-AS1.wgt.RDat	KANSL1-AS1	17	44270942	44270942	17:43056905..45876022	2.42743	0.0152	2.19365754701646	0.00217590519948722	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000214425.2.LRRC37A4P.wgt.RDat	LRRC37A4P	17	43578685	43578685	17:43056905..45876022	-2.42263	0.0154	-2.18672230684577	0.00220732019134365	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000204650.9.CRHR1-IT1.wgt.RDat	CRHR1-IT1	17	43697694	43697694	17:43056905..45876022	2.47589	0.0133	2.24539998174693	0.00253621960811723	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000262372.1.RP11-669E14.6.wgt.RDat	RP11-669E14.6	17	44112679	44112679	17:43056905..45876022	-2.49419	0.0126	-2.26370706288074	0.00267354136980841	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Not_Sun_Exposed_Suprapubic/GTEx.Skin_Not_Sun_Exposed_Suprapubic.ENSG00000159314.7.ARHGAP27.wgt.RDat	ARHGAP27	17	43471275	43471275	17:43056905..45876022	1.921482	0.0547	1.70507470219028	0.00287122973736069	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000120088.10.CRHR1.wgt.RDat	CRHR1	17	43699267	43699267	17:43056905..45876022	2.45372	0.0141	2.22092207728786	0.0029850866100456	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/NTR.BLOOD.RNAARR/NTR.PLEKHM1.wgt.RDat	PLEKHM1	17	43513088	43513088	17:43056905..45876022	0.32	0.749	0.088100799594632	0.00371709202372658	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000228782.3.MRPL45P2.wgt.RDat	MRPL45P2	17	45527934	45527934	17:43056905..45876022	4.28749	1.81e-05	4.57701489133977	0.0077204009065945	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.KPNB1.wgt.RDat	KPNB1	17	45726842	45726842	17:43056905..45876022	4.87933	1.06e-06	5.14185659199498	0.10305731284501	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000073969.14.NSF.wgt.RDat	NSF	17	44668035	44668035	17:43056905..45876022	2.6804	0.00735	2.43518915182872	0.175979454488592	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000263142.1.LRRC37A17P.wgt.RDat	LRRC37A17P	17	45055847	45055847	17:43056905..45876022	-2.70036	0.00693	-2.4574977061326	0.44345269133008	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000238083.3.LRRC37A2.wgt.RDat	LRRC37A2	17	44588877	44588877	17:43056905..45876022	1.19816	0.231	0.948000876375839	0.608917001045203	TRUE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Nerve_Tibial/GTEx.Nerve_Tibial.ENSG00000263766.1.RP11-580I16.2.wgt.RDat	RP11-580I16.2	17	45681226	45681226	17:43056905..45876022	-5.2388	1.62e-07	-5.50622423724581	0.723880745132889	TRUE	LDL
INTERCEPT	INTERCEPT.19:9238393..11284028	19	0	0	19:9238393..11284028	-2.23989062545259	0.0250980243955037	0	0	FALSE	LDL
NULL	NULL.19:9238393..11284028	19	0	0	19:9238393..11284028	0	1	0	4.68784249658079e-11	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.DNMT1.wgt.RDat	DNMT1	19	10244021	10244021	19:9238393..11284028	0.35098	0.726	0.704866038877878	0.000178181023951039	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000129347.15.KRI1.wgt.RDat	KRI1	19	10665763	10665763	19:9238393..11284028	1.16701	0.243	0.699038899912824	0.000179884223118979	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.OLFM2.wgt.RDat	OLFM2	19	9964393	9964393	19:9238393..11284028	0.3998	0.689	0.405995211992554	0.000180661868625681	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.S1PR5.wgt.RDat	S1PR5	19	10623623	10623623	19:9238393..11284028	-1.81335	0.0698	-1.36552400457204	0.000181384909436516	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.RAVER1.wgt.RDat	RAVER1	19	10426888	10426888	19:9238393..11284028	1.7258	0.0844	1.27866743140314	0.000182100822613856	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000076662.5.ICAM3.wgt.RDat	ICAM3	19	10444452	10444452	19:9238393..11284028	-0.30029	0.764	-0.291489926954956	0.000187988149569851	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Testis/GTEx.Testis.ENSG00000065989.11.PDE4A.wgt.RDat	PDE4A	19	10527449	10527449	19:9238393..11284028	-0.6606	0.50887	-0.582256075641481	0.000188165069312152	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.ZNF317.wgt.RDat	ZNF317	19	9251055	9251055	19:9238393..11284028	0.2736	0.784	-0.50564133997145	0.000190661958552239	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.COL5A3.wgt.RDat	COL5A3	19	10070237	10070237	19:9238393..11284028	0.08313	0.934	0.368224738976707	0.00019374196282479	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Pituitary/GTEx.Pituitary.ENSG00000130811.6.EIF3G.wgt.RDat	EIF3G	19	10226155	10226155	19:9238393..11284028	0.1074	0.91449	0.180897351438927	0.000194101390483937	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000105376.4.ICAM5.wgt.RDat	ICAM5	19	10400657	10400657	19:9238393..11284028	0.24105	0.81	0.288871153664743	0.000202389515979944	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Heart_Left_Ventricle/GTEx.Heart_Left_Ventricle.ENSG00000196110.3.ZNF699.wgt.RDat	ZNF699	19	9404951	9404951	19:9238393..11284028	0.44695	0.654911	-0.820418238852156	0.000212800882583393	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000175898.4.CTD-2369P2.2.wgt.RDat	CTD-2369P2.2	19	10332111	10332111	19:9238393..11284028	0.82269	0.410684	0.957711683878865	0.00021416387103746	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000174652.13.ZNF266.wgt.RDat	ZNF266	19	9523272	9523272	19:9238393..11284028	0.51571	0.606	-0.807337139448602	0.00021424656585808	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Artery_Tibial/GTEx.Artery_Tibial.ENSG00000105364.9.MRPL4.wgt.RDat	MRPL4	19	10362577	10362577	19:9238393..11284028	-0.51548	0.606	-0.650681084401665	0.000226122713382712	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.CARM1.wgt.RDat	CARM1	19	10982189	10982189	19:9238393..11284028	-3.92443	8.69e-05	-4.11115657522798	0.000235807593495668	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Whole_Blood/GTEx.Whole_Blood.ENSG00000267650.1.CTD-2553C6.1.wgt.RDat	CTD-2553C6.1	19	10106673	10106673	19:9238393..11284028	0.85126	0.395	1.03953421644097	0.000268658218749474	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Thyroid/GTEx.Thyroid.ENSG00000196605.3.ZNF846.wgt.RDat	ZNF846	19	9862669	9862669	19:9238393..11284028	-0.52042	0.603	0.740904743208775	0.000280160463005663	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000130818.6.ZNF426.wgt.RDat	ZNF426	19	9638667	9638667	19:9238393..11284028	0.11294	0.91	0.882246762655903	0.000281733686241817	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.ZNF121.wgt.RDat	ZNF121	19	9671029	9671029	19:9238393..11284028	-0.17301	0.863	0.681977432925055	0.000297019813582554	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Cells_Transformed_fibroblasts/GTEx.Cells_Transformed_fibroblasts.ENSG00000267106.1.C19orf82.wgt.RDat	C19orf82	19	9732179	9732179	19:9238393..11284028	-0.672	0.502	0.882376749795155	0.000341396439579618	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Whole_Blood/GTEx.Whole_Blood.ENSG00000130813.13.C19orf66.wgt.RDat	C19orf66	19	10196806	10196806	19:9238393..11284028	-1.69054	0.0909	-1.63252213935188	0.000346824777395047	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Visceral_Omentum/GTEx.Adipose_Visceral_Omentum.ENSG00000267534.1.S1PR2.wgt.RDat	S1PR2	19	10334520	10334520	19:9238393..11284028	1.32812	0.184137	1.66828706207338	0.000376176299968393	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000171469.6.ZNF561.wgt.RDat	ZNF561	19	9715356	9715356	19:9238393..11284028	0.53057	0.596	-0.839356437609336	0.000437016921793177	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000129355.6.CDKN2D.wgt.RDat	CDKN2D	19	10677138	10677138	19:9238393..11284028	1.77372	0.0761	1.42852662050688	0.000441503173811331	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Adipose_Subcutaneous/GTEx.Adipose_Subcutaneous.ENSG00000267100.1.ILF3-AS1.wgt.RDat	ILF3-AS1	19	10762538	10762538	19:9238393..11284028	1.65232	0.0985	1.41120173666018	0.000445372749322562	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.ZNF559.wgt.RDat	ZNF559	19	9434447	9434447	19:9238393..11284028	-1.2484	0.212	-1.03449159465857	0.000473933011750653	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/CMC.BRAIN.RNASEQ/CMC.LOC284385.wgt.RDat	LOC284385	19	9732157	9732157	19:9238393..11284028	-0.2482	0.804	1.01756602823034	0.00050499781387062	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.P2RY11.wgt.RDat	P2RY11	19	10222214	10222214	19:9238393..11284028	-1.04174	0.298	-0.855423234730452	0.000516303310189416	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Pituitary/GTEx.Pituitary.ENSG00000105401.2.CDC37.wgt.RDat	CDC37	19	10501810	10501810	19:9238393..11284028	0.0955	0.92393	1.01305466880041	0.000569337027605299	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/YFS.BLOOD.RNAARR/YFS.TYK2.wgt.RDat	TYK2	19	10461209	10461209	19:9238393..11284028	1.30137	0.193	1.10028887807393	0.000594056845928276	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000127616.13.SMARCA4.wgt.RDat	SMARCA4	19	11071598	11071598	19:9238393..11284028	6.05223	1.43e-09	4.26875383341837	0.00106303705193928	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Whole_Blood/GTEx.Whole_Blood.ENSG00000267607.1.CTD-2369P2.8.wgt.RDat	CTD-2369P2.8	19	10396477	10396477	19:9238393..11284028	-1.96181	0.0498	-2.00034576499468	0.00131364022208857	FALSE	LDL
/u/home/n/nmancuso/pasaniucdata/DATA/FUSION/WEIGHTS/GTEx.Skin_Sun_Exposed_Lower_leg/GTEx.Skin_Sun_Exposed_Lower_leg.ENSG00000129353.10.SLC44A2.wgt.RDat	SLC44A2	19	10713133	10713133	19:9238393..11284028	-0.52705	0.598	-1.48528077712451	0.00167355583902535	FALSE	LDL
